ID_Mestre,SMILES,1EVE_Eficacia,5W8K_Risco,Indice_Seletividade,Fitness_Score,Origem_Historica
MOL_00177,C=CCC(=O)C1C(C)CCC1c1cnccc1C=CF,-8.887,-6.096,2.791,-4.619800000000001,Fase 1_Lote Inicial
MOL_00178,COc1c(C=CF)cc(C(C)=O)nc1C(=O)C(C)C(C)C,-9.028,-6.241,2.787000000000001,-4.617895000000002,Gen 130
MOL_00179,Cc1nccc(C(=O)C(C)C(C)C)c1C(=O)C(C)C(C)C,-8.55,-5.619,2.931000000000001,-4.616700000000002,Gen 58
MOL_00180,COc1nc(C)c(C)c(-c2ccnc(C)c2OC)c1C(=O)C(C)C(C)C,-9.324,-6.373,2.951,-4.614255,Gen 139
MOL_00181,CC(=O)c1cc(C)ncc1C1CCC(C)C1C(=O)C(C)C(C)C,-9.394,-6.396,2.998,-4.614220000000001,Gen 34
MOL_00182,CC(C)C(=O)C1C(F)CCC1c1cnccc1Br,-8.651,-5.768,2.883,-4.6134,Fase 3_Super Elite
MOL_00183,COc1cc(C=CF)c(C2C(C)CCC2OC)c(OC)n1,-8.84,-6.041,2.7989999999999995,-4.6113,Gen 142
MOL_00184,CC(=O)c1c(C2CCC(C)C2C(N)=O)cnc(Cl)c1F,-9.116,-6.292,2.824,-4.610780000000001,Gen 38
MOL_00185,COc1cc(C=CF)c(C2CCC(C)C2OC)c(C(=O)CC(C)C)n1,-8.902,-6.134,2.767999999999999,-4.608199999999999,Gen 90
MOL_00186,CC(=O)C1CCC(C)C1c1c(C2CC2)cncc1C1CC1,-8.954,-6.196,2.758000000000001,-4.606220000000001,Gen 52
MOL_00187,CC(=O)c1cncc(C2CC2)c1C1C(C)CCC1C(C)=O,-8.842,-6.053,2.7890000000000006,-4.604900000000001,Gen 52
MOL_00188,CC(=O)c1cc(C)ncc1C1CCC(C)C1C(N)=O,-9.522,-6.437,3.085,-4.604255000000001,Gen 112
MOL_00189,COc1nc(C)c(C)c(C(=O)CCC(C)C)c1C(=O)CCC(C)C,-8.97,-6.212,2.758000000000001,-4.602380000000001,Gen 110
MOL_00190,CCC(=O)C1C(C)CCC1c1c(C(C)=O)cncc1C1CC1,-8.878,-6.114,2.764,-4.5982,Gen 73
MOL_00191,CC(=O)c1c(O)c(O)nc(C)c1C1CCC(C)C1C(=O)C(C)C(C)C,-9.115,-6.298,2.817,-4.5968800000000005,Gen 63
MOL_00192,CCCC(=O)C1C(C)CCC1c1c(C=CF)cc(OC)nc1OC,-8.914,-6.166,2.748,-4.596519999999999,Gen 27
MOL_00193,NC(=O)C(=O)C1C(F)CCC1c1cnccc1F,-8.941,-6.194,2.747,-4.595520000000001,Fase 3_Super Elite
MOL_00194,COc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C(C)=O)c1OC,-8.592,-5.712,2.880000000000001,-4.5936,Gen 57
MOL_00195,N#CC1CCC(c2cnccc2C2CC2)C1C(=O)C1CCC1,-8.956,-6.209,2.747,-4.592295000000001,Fase 2_Seletividade
MOL_00196,CCCCCCC(=O)C1C(C)CCC1c1c(OC)nc(OC)c(Cl)c1C=CF,-9.049,-6.268,2.781,-4.59178,Gen 36
MOL_00197,CCCC(C)CCC(=O)C1C(C)CCC1c1c(OC)ncc(Cl)c1C=CF,-8.905,-6.164,2.741,-4.58922,Gen 38
MOL_00198,CC(=O)c1c(C2CCC(C)C2C(=O)C(C)C(C)C)ccnc1C,-8.878,-6.129,2.749000000000001,-4.587700000000001,Gen 93
MOL_00199,Cc1nc(C)c(C2CCC(C)C2C(N)=O)c(C#N)c1C1CC1,-8.939,-6.2,2.739,-4.5865,Gen 34
MOL_00200,CCCCCCC(=O)C1C(C)CCC1c1c(OCC)ncc(F)c1C=CF,-8.938,-6.2,2.7380000000000004,-4.585500000000001,Gen 29
MOL_00201,CCC(=O)c1c(C2CC2)cncc1C1CCC(C)C1C(=O)CC,-8.9,-6.165,2.7350000000000003,-4.583375,Gen 51
MOL_00202,CCC(=O)C1C(C)CCC1c1ccncc1C1C(C)CCC1OC,-8.891,-6.154,2.737,-4.583120000000001,Gen 81
MOL_00203,COc1cc(C=CF)c(C2CCC(C)C2C(=O)CC(C)C(C)C)c(OC)n1,-8.935,-6.2,2.7350000000000003,-4.5825000000000005,Gen 27
MOL_00204,COc1c(C=CF)cc(C(C)=O)nc1C1CCC(C)C1C(C)=O,-9.164,-6.326,2.838,-4.580920000000002,Gen 68
MOL_00205,CC(=O)c1cc(C=CF)c(C(C)=O)c(-c2ccncc2C(C)=O)n1,-9.047,-6.273,2.774000000000001,-4.580255000000002,Gen 103
MOL_00206,COc1nc(OC)c(C2CCC(C)C2C(N)=O)c(C=CF)c1OC,-8.893,-6.161,2.732000000000001,-4.579695000000001,Gen 120
MOL_00207,CCC(=O)c1c(O)cnc(C)c1C1CCC(C)C1C(=O)C(C)C(C)C,-9.281,-6.373,2.9080000000000004,-4.571255000000001,Gen 64
MOL_00208,CCCC(=O)C1C(C)CCC1c1cnccc1C,-8.679,-5.871,2.808,-4.5693,Fase 2_Seletividade
MOL_00209,CC(=O)c1cncc(C2CC2)c1C1C(C)CCC1C(=O)CC(C)C,-8.649,-5.833,2.815999999999999,-4.565899999999999,Gen 52
MOL_00210,CC(C)C(=O)C1C(C)CCC1c1cnccc1F,-8.8,-6.052,2.748,-4.563600000000001,Fase 3_Super Elite
MOL_00211,CCCCCCCC(=O)C1C(C)CCC1c1c(OC)ncc(Cl)c1C=CF,-8.747,-5.978,2.769,-4.5624,Gen 36
MOL_00212,COc1c(C)ncc(C2CCC(C)C2C(=O)C(C)C(C)C)c1C(C)=O,-8.884,-6.173,2.7110000000000003,-4.560255000000001,Gen 46
MOL_00213,CC(C)C(=O)C1C(O)CCC1c1cnccc1CF,-8.693,-5.905,2.788,-4.5595,Fase 2_Seletividade
MOL_00214,Cc1cc(C(N)=O)c(C2CCC(C)C2C(=O)C(C)C(C)C)cn1,-9.544,-6.456,3.088,-4.556620000000001,Gen 42
MOL_00215,COc1c(C2CCC(C)C2OC)nc(C)c(C)c1C(=O)CC(C)C,-8.808,-6.079,2.729,-4.552700000000001,Gen 102
MOL_00216,COc1cc(C=CF)c(C2C(C)CCC2C(C)=O)c(OC)n1,-8.735,-5.975,2.76,-4.5525,Gen 142
MOL_00217,CCCC(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CF,-8.954,-6.238,2.716,-4.548680000000001,Gen 27
MOL_00218,COc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C(N)=O)c1C,-9.235,-6.366,2.869,-4.545520000000002,Gen 122
MOL_00219,COc1nc(C)c(F)c(C(C)=O)c1C1CCC(C)C1C(=O)CC(C)C,-9.14,-6.331,2.809,-4.544495,Gen 82
MOL_00220,CCc1cc(C(C)=O)c(C2CCC(C)C2C(=O)CC(C)C)cn1,-8.844,-6.146,2.6979999999999995,-4.541799999999999,Gen 46
MOL_00221,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CCC,-8.406,-5.522,2.884,-4.540600000000001,Fase 1_Lote Inicial
MOL_00222,CCC(=O)C1C(C)CCC1c1cncc(C(=O)CC(C)C)c1C(C)=O,-8.792,-6.074,2.718,-4.5402000000000005,Gen 51
MOL_00223,COc1c(C)nc(C)c(C2CCC(C)C2C(=O)CC(C)C)c1C=NO,-9.025,-6.284,2.7410000000000005,-4.5364200000000015,Gen 42
MOL_00224,COc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C(C)=O)c1C1CC1,-9.335,-6.402,2.9330000000000007,-4.536080000000002,Gen 44
MOL_00225,O=C(C1CCC1)C1C(O)CCC1c1cnccc1C(F)F,-8.746,-6.016,2.73,-4.534800000000001,Fase 2_Seletividade
MOL_00226,COc1ccncc1C1CCC(C)C1C(=O)C(C)C,-8.623,-5.842,2.781,-4.5336,Fase 2_Seletividade
MOL_00227,Cc1ccncc1C1CCC(F)C1C(=O)C(N)=O,-8.908,-6.218,2.69,-4.53228,Fase 2_Seletividade
MOL_00228,CC1CCC(c2cnccc2N=[N+]=[N-])C1C(=O)CC(F)(F)F,-8.76,-6.041,2.719,-4.5313,Fase 1_Lote Inicial
MOL_00229,CCc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C(C)=O)c1C,-8.732,-6.001,2.730999999999999,-4.531299999999999,Gen 104
MOL_00230,[N-]=[N+]=Nc1ccncc1C1CCC(F)C1C(=O)CC(F)(F)F,-8.854,-6.179,2.675,-4.524495,Fase 1_Lote Inicial
MOL_00231,CCCCCC(=O)C1C(C)CCC1c1c(OC)ncc(OC)c1C=CF,-8.86,-6.185,2.675,-4.524375,Gen 29
MOL_00232,CCCCCC(=O)C1C(C)CCC1c1c(C=CF)cc(OC)nc1OC,-8.681,-5.946,2.7349999999999994,-4.5188,Gen 28
MOL_00233,CC(=O)c1c(F)c(Cl)nc(F)c1C1CCC(C)C1C(=O)CC(C)C,-9.31,-6.4,2.91,-4.517500000000001,Gen 33
MOL_00234,CC(C)C(=O)C1C(F)CCC1c1cnccc1F,-8.732,-6.027,2.705,-4.5131,Fase 2_Seletividade
MOL_00235,CCC(C)C(=O)C1C(C)CCC1c1c(C#N)ccnc1C1CC1,-9.041,-6.306,2.7350000000000003,-4.505120000000001,Gen 15
MOL_00236,COC1CCC(C)C1c1nc(C(C)=O)cc(C=CF)c1C(C)=O,-9.337,-6.413,2.9239999999999995,-4.502055,Gen 95
MOL_00237,CCC(=O)c1ccnc(C)c1C(=O)C(C)C(C)C,-8.282,-5.4,2.882,-4.502000000000001,Gen 80
MOL_00238,CC(=O)c1cnccc1-c1nc(C)c(C)c(C(C)=O)c1C(C)=O,-9.099,-6.332,2.7670000000000003,-4.500980000000002,Gen 162
MOL_00239,COc1nc(C)c(C)c(-c2ccnc(C)c2OC)c1C(=O)CC(C)C,-8.83,-6.179,2.651,-4.500495000000001,Gen 139
MOL_00240,Cc1nccc(C(=O)CCC(C)C)c1C(=O)CC(C)C,-8.253,-5.367,2.886,-4.4961,Gen 116
MOL_00241,COc1c(C)ncc(C2CCC(C)C2C(N)=O)c1C(C)=O,-8.671,-5.971,2.7,-4.4913,Gen 112
MOL_00242,CCCC(=O)C1C(C)CCC1c1cnc(C)c(C2CC2)c1C#N,-9.195,-6.371,2.824,-4.4910950000000005,Gen 13
MOL_00243,CC(=O)c1ccnc(C(F)(F)F)c1C1CCC(C)C1C(N)=O,-9.443,-6.447,2.996,-4.4890550000000005,Gen 57
MOL_00244,CCCCC(=O)C1C(C)CCC1c1c(C=CF)cc(OC)nc1OCC,-8.754,-6.099,2.655,-4.4847,Gen 27
MOL_00245,CC(=O)c1cc(C=CF)c(C(=O)CCC(C)C)c(C(C)=O)n1,-8.649,-5.949,2.7,-4.484699999999999,Gen 103
MOL_00246,COC1C(C)CCC1c1ccncc1C(=O)CCC(C)C,-8.964,-6.281,2.6830000000000007,-4.4814950000000024,Gen 159
MOL_00247,COc1cc(C=CF)c(C(=O)CCC(C)C)c(OC)n1,-8.798,-6.165,2.633,-4.481375,Gen 128
MOL_00248,CCC(=O)c1cc(C=CF)c(C2CCC(C)C2OC)c(C(=O)CC)n1,-9.017,-6.306,2.7109999999999994,-4.48112,Gen 90
MOL_00249,CCCC(=O)C1C(C)CCC1c1c(OC)ncc(OC)c1C=CF,-8.772,-6.131,2.641,-4.480300000000001,Gen 28
MOL_00250,COc1nc(O)c(C2CCC(C)C2C(=O)CC(C)C)c(C(C)=O)c1C1CC1,-8.677,-5.998,2.6789999999999994,-4.4784,Gen 71
MOL_00251,CC(=O)c1ccncc1-c1cncc(C2CC2)c1C1CC1,-9.31,-6.412,2.898000000000001,-4.478380000000002,Gen 73
MOL_00252,COC(=O)c1ccncc1C1CCC(F)C1C(=O)C(C)C,-8.839,-6.211,2.628,-4.472695000000001,Fase 1_Lote Inicial
MOL_00253,CCC(=O)C1C(C)CCC1c1cnccc1C(F)F,-8.605,-5.904,2.701,-4.472200000000001,Fase 3_Super Elite
MOL_00254,CC(=O)c1cc(C=CF)c(C(C)=O)c(C(=O)CC(C)C)n1,-8.619,-5.924,2.6949999999999994,-4.4722,Gen 108
MOL_00255,Cc1ncc(C2CCC(C)C2C(N)=O)c(C#N)c1C1CC1,-8.787,-6.163,2.624000000000001,-4.472055000000001,Gen 14
MOL_00256,COc1nc(C)c(C)c(C(C)=O)c1C1C(C)CCC1OC,-8.489,-5.739,2.750000000000001,-4.471700000000001,Gen 115
MOL_00257,CC(=O)c1c(-c2ccnc(C)c2C(=O)CC(C)C)ccnc1C,-9.433,-6.449,2.984,-4.471695000000002,Gen 72
MOL_00258,COC1C(C)CCC1c1c(C=CF)cc(C(C)=O)nc1C(C)=O,-9.003,-6.304,2.699,-4.471620000000001,Gen 159
MOL_00259,CCCCC(C)CC(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CF,-8.65,-5.978,2.6720000000000006,-4.465400000000001,Gen 29
MOL_00260,CC(C)C(=O)C1C(F)CCC1c1cnccc1I,-8.51,-5.778,2.732,-4.465400000000001,Fase 3_Super Elite
MOL_00261,CCC(=O)c1ccncc1-c1nc(C)c(C)c(OC)c1C(=O)CC,-10.28,-6.634,3.645999999999999,-4.464919999999999,Gen 98
MOL_00262,COc1cc(C=CF)c(C2C(C)CCC2C(C)=O)c(C(=O)CC(C)C)n1,-8.82,-6.203,2.617,-4.463855,Gen 142
MOL_00263,COc1c(C(C)=O)nc(C)c(C)c1C1C(C)CCC1OC,-8.796,-6.182,2.613999999999999,-4.46348,Gen 94
MOL_00264,C=C=Cc1ccncc1C1CCC(F)C1C(=O)C=CC,-8.774,-6.162,2.612,-4.459879999999999,Fase 1_Lote Inicial
MOL_00265,CCCC(=O)c1c(F)c(Cl)nc(F)c1C1CCC(C)C1C(=O)CC(C)C,-9.721,-6.523,3.1980000000000004,-4.459255000000003,Gen 33
MOL_00266,CC=CC(=O)C1C(C)CCC1c1cnccc1C(F)F,-8.755,-6.143,2.612,-4.454900000000001,Fase 1_Lote Inicial
MOL_00267,CCC(C)C(=O)C1C(F)CCC1c1cnccc1C=CF,-8.723,-6.101,2.622,-4.452300000000001,Fase 4_Mutantes Geração 2
MOL_00268,CC1CCCC1C(=O)C1CC1c1cnccc1CF,-8.33,-5.54,2.79,-4.452,Fase 1_Lote Inicial
MOL_00269,CCCCC(=O)C1C(C)CCC1c1cnccc1C#N,-8.517,-5.808,2.709,-4.4514,Fase 4_Mutantes Geração 2
MOL_00270,CCC(=O)C1CCC(C)C1c1c(C(C)=O)cncc1C(C)=O,-8.853,-6.237,2.616,-4.449255,Gen 52
MOL_00271,Cc1ccncc1C1CCC(C)C1C(=O)C(N)=O,-8.906,-6.268,2.638,-4.448780000000001,Fase 2_Seletividade
MOL_00272,CC(=O)c1nc(C)c(C)c(C(C)=O)c1C1C(C)CCC1C(C)=O,-8.842,-6.234,2.6080000000000005,-4.442920000000002,Gen 152
MOL_00273,Cc1nccc(C(=O)CC(C)C)c1C(=O)C(C)C(C)C,-8.268,-5.465,2.803000000000001,-4.442500000000001,Gen 141
MOL_00274,CCOc1c(C)ncc(C2CCC(C)C2C(=O)CC(C)C)c1C(C)=O,-8.653,-6.015,2.638000000000001,-4.442500000000001,Gen 67
MOL_00275,COc1c(C)c(C)nc(-c2ccncc2C(C)=O)c1C(C)=O,-8.914,-6.276,2.638,-4.441420000000001,Gen 162
MOL_00276,COc1cc(C(C)=O)c(C2CCC(C)C2C(=O)CC(C)C)cn1,-8.543,-5.862,2.680999999999999,-4.4395999999999995,Gen 23
MOL_00277,CCC(=O)c1ccncc1-c1c(C(=O)CC)cncc1C(=O)CC(C)C,-8.743,-6.148,2.5950000000000006,-4.439400000000001,Gen 48
MOL_00278,COc1nc(C)c(C)c(C(=O)CCC(C)C)c1C(=O)CC(C)C,-8.572,-5.905,2.666999999999999,-4.4384999999999994,Gen 121
MOL_00279,COc1nc(C)c(C2CCC(C)C2C(=O)C(C)C(C)C)c(C(C)=O)c1F,-8.937,-6.29,2.647,-4.436,Gen 58
MOL_00280,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CCCC,-8.536,-5.859,2.677,-4.434699999999999,Fase 1_Lote Inicial
MOL_00281,CCC(=O)C1C(C)CCC1c1cnccc1C=CF,-8.456,-5.747,2.709,-4.4331,Fase 1_Lote Inicial
MOL_00282,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CC(C)C,-8.658,-6.036,2.622,-4.4328,Fase 1_Lote Inicial
MOL_00283,CC=CC(=O)C1C(C)CCC1c1cnccc1C#CF,-8.699,-6.096,2.603,-4.4318,Fase 1_Lote Inicial
MOL_00284,CC(=O)c1c(Cl)c(Cl)nc(F)c1C1CCC(C)C1C(=O)CC(C)C,-8.966,-6.308,2.6579999999999995,-4.425580000000001,Gen 34
MOL_00285,CCC(=O)c1c(F)c(Cl)nc(F)c1C1CCC(C)C1C(=O)CC(C)CC,-9.137,-6.374,2.763000000000001,-4.4243200000000025,Gen 33
MOL_00286,CC(=O)c1c(O)nc(C)c(O)c1C1CCC(C)C1C(=O)C(C)C(C)C,-9.286,-6.421,2.865,-4.4240949999999994,Gen 123
MOL_00287,CCCCCCC(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CCl,-8.883,-6.274,2.608999999999999,-4.41432,Gen 29
MOL_00288,CCC(=O)c1cncc(OC)c1C1C(C)CCC1OC,-8.29,-5.537,2.7529999999999992,-4.4140999999999995,Gen 79
MOL_00289,CCCCCC(C)C(=O)C1C(C)CCC1c1c(OC)ncc(F)c1C=CF,-9.168,-6.388,2.78,-4.4131800000000005,Gen 29
MOL_00290,C=C=Cc1ccncc1C1CCC(C)C1C(=O)C=CC,-8.41,-5.71,2.7,-4.413,Fase 1_Lote Inicial
MOL_00291,COC1CCC(C)C1c1ccncc1C1C(C)CCC1C(C)=O,-9.665,-6.521,3.1439999999999992,-4.412095000000002,Gen 133
MOL_00292,CC(C)CC(=O)C1C(C)CCC1c1c(F)nc(Cl)c(F)c1C(N)=O,-9.083,-6.36,2.723,-4.410500000000001,Gen 33
MOL_00293,CCC(=O)C1C(F)CCC1c1cnccc1C#N,-8.567,-5.939,2.628,-4.4097,Fase 1_Lote Inicial
MOL_00294,CCCC(=O)C1C(C)CCC1c1c(C=CF)ccnc1OC,-8.534,-5.893,2.641000000000001,-4.408900000000001,Gen 26
MOL_00295,CCCCC(=O)C1C(C)CCC1c1c(OC)nc(F)c(F)c1C=CF,-9.544,-6.494,3.0500000000000007,-4.406520000000002,Gen 30
MOL_00296,CCC(=O)C1C(C)CCC1c1cnccc1F,-8.485,-5.831,2.654,-4.4033,Fase 3_Super Elite
MOL_00297,CC(C)C(C)C(=O)C1C(C)CCC1c1cnccc1C(N)=O,-9.224,-6.409,2.8150000000000004,-4.402295000000001,Gen 56
MOL_00298,Cc1ccncc1C1CCC(F)C1C(=O)C(=O)O,-8.674,-6.103,2.571,-4.4019,Fase 2_Seletividade
MOL_00299,CC(C)CC(=O)C1C(C)CCC1c1cncc(C2CC2)c1C#N,-8.752,-6.198,2.5540000000000003,-4.401880000000001,Gen 13
MOL_00300,COC1C(C)CCC1c1c(C(=O)C(C)C(C)C)ccnc1C,-8.561,-5.943,2.6180000000000003,-4.4009,Gen 58
MOL_00301,CC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)cnc(C2CC2)c1C1CC1,-8.778,-6.22,2.5580000000000007,-4.3995000000000015,Gen 42
MOL_00302,CC(=O)c1ccncc1C1CCC(C)C1C(=O)C(C(C)C)C(C)C,-8.816,-6.246,2.5700000000000003,-4.3977200000000005,Gen 119
MOL_00303,CC(=O)c1nc(C)c(C)c(C2C(C)CCC2C(C)=O)c1C(C)=O,-9.067,-6.359,2.708,-4.3972950000000015,Gen 94
MOL_00304,CCC(C)CC(=O)C1C(C)CCC1c1cnccc1C=NO,-9.164,-6.392,2.772,-4.39678,Fase 4_Mutantes Geração 2
MOL_00305,CCC1CCC(c2cncc(C3CC3)c2C#N)C1C(N)=O,-8.739,-6.192,2.5470000000000006,-4.395780000000001,Gen 14
MOL_00306,CCC(C)CCC(=O)C1C(C)CCC1c1c(C=CF)cc(OC)nc1OC,-8.706,-6.161,2.545,-4.392695,Gen 32
MOL_00307,Cc1nc(F)c(C2CCC(C)C2C(=O)CC(C)C)c(C=NO)c1F,-9.48,-6.482,2.998,-4.391480000000001,Gen 25
MOL_00308,C=CCC(=O)C1C(F)CCC1c1cnccc1C#CF,-8.407,-5.738,2.669,-4.3904,Fase 1_Lote Inicial
MOL_00309,CC(=O)c1ccnc(C)c1-c1cnccc1C(=O)C(C)C(C)C,-8.572,-5.974,2.597999999999999,-4.390199999999999,Gen 132
MOL_00310,CC(C)CC(=O)C1C(C)CCC1c1cnccc1C=O,-8.664,-6.106,2.558,-4.3898,Fase 1_Lote Inicial
MOL_00311,COc1ncc(Cl)c(C=CF)c1C1CCC(C)C1C(N)=O,-9.08,-6.367,2.713,-4.3876550000000005,Gen 39
MOL_00312,CCCCCCC(=O)C1C(C)CCC1c1c(OC)nc(Cl)c(Cl)c1C=CF,-9.694,-6.533,3.1610000000000005,-4.387455000000001,Gen 38
MOL_00313,Cc1cnc(C(F)(F)F)c(C2CCC(C)C2C(N)=O)c1C#N,-8.65,-6.09,2.5600000000000005,-4.3870000000000005,Gen 25
MOL_00314,CC(C)CC(=O)C1C(C)CCC1c1cnc(F)c(F)c1C(N)=O,-9.752,-6.546,3.2060000000000004,-4.385720000000001,Gen 31
MOL_00315,COC1C(C)CCC1c1ccnc(C)c1C(=O)C(C)C(C)C,-8.776,-6.229,2.547,-4.384495,Gen 141
MOL_00316,Cc1nccc(C(=O)C(C)C(C)C)c1C(=O)CC(C)C,-8.46,-5.824,2.636000000000001,-4.383200000000001,Gen 58
MOL_00317,COC1CCC(C)C1c1nc(C)c(C)c(C(=O)CC(C)C)c1C(C)=O,-9.29,-6.434,2.855999999999999,-4.3829199999999995,Gen 102
MOL_00318,COc1nc(C)c(C)c(OC)c1C1C(C)CCC1C(C)=O,-8.618,-6.054,2.564,-4.3802,Gen 152
MOL_00319,CCc1c(C)ncc(C2CCC(C)C2C(=O)CC(C)C)c1C(C)=O,-8.775,-6.233,2.5420000000000007,-4.377455000000001,Gen 91
MOL_00320,Cc1nccc(C(=O)C(C)C(C)C)c1C(=O)CCC(C)C,-8.403,-5.751,2.652,-4.377300000000001,Gen 58
MOL_00321,O=C(C1CC1)C1C(F)CCC1c1cnccc1C(F)F,-8.505,-5.898,2.607,-4.376400000000001,Fase 3_Super Elite
MOL_00322,O=C(CC(F)(F)F)C1C(F)CCC1c1cnccc1C1CO1,-8.957,-6.325,2.632,-4.376375000000001,Fase 1_Lote Inicial
MOL_00323,CCc1ncc(C2CCC(C)C2C(=O)CC(C)C)c(C(C)=O)c1F,-8.51,-5.907,2.6029999999999998,-4.3751,Gen 167
MOL_00324,COc1c(-c2ccnc(C)c2OC)ccnc1C,-8.35,-5.68,2.67,-4.3740000000000006,Gen 72
MOL_00325,CCC(=O)c1cnccc1-c1cnccc1C1CCC(C)C1C(=O)CC,-9.396,-6.466,2.9300000000000006,-4.370520000000001,Gen 81
MOL_00326,CCCCCCCC(=O)C1C(C)CCC1c1c(OC)nc(C)c(Cl)c1C=CF,-9.002,-6.345,2.657000000000001,-4.370375000000002,Gen 42
MOL_00327,CC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)ccnc1C,-8.627,-6.087,2.540000000000001,-4.366100000000001,Gen 93
MOL_00328,CCC(=O)c1c(C2CCC(C)C2C(=O)CC(C)C)cnc(Cl)c1F,-8.944,-6.324,2.620000000000001,-4.365820000000003,Gen 35
MOL_00329,CCCC(=O)C1C(C)CCC1c1cnc(C2CC2)cc1C#N,-8.73,-6.21,2.5200000000000005,-4.365000000000001,Gen 11
MOL_00330,CC(=O)c1c(F)cncc1C1CCC(C)C1C(=O)CC(C)C,-9.557,-6.507,3.0500000000000007,-4.364855000000004,Gen 12
MOL_00331,CCc1ccncc1C1CCC(C)C1C(N)=O,-8.522,-5.94,2.582,-4.364,Fase 2_Seletividade
MOL_00332,COC1C(C)CCC1c1c(C(C)=O)nc(C)c(C)c1C(C)=O,-8.58,-6.023,2.5570000000000004,-4.363900000000001,Gen 146
MOL_00333,CC=CC(=O)C1C(F)CCC1c1cnccc1C#N,-8.527,-5.951,2.576,-4.3613,Fase 1_Lote Inicial
MOL_00334,CCCCC(=O)C1C(C)CCC1c1c(OC)ncc(OC)c1C=CF,-8.74,-6.221,2.519,-4.360095000000001,Gen 26
MOL_00335,CC(=O)c1cnccc1-c1cnccc1C(C)=O,-8.197,-5.485,2.711999999999999,-4.357499999999999,Gen 70
MOL_00336,CCC(=O)C1CCC(C)C1c1cnccc1C(C)=O,-8.528,-5.959,2.569000000000001,-4.356700000000001,Gen 83
MOL_00337,COc1ncc(F)c(C=CF)c1C1CCC(C)C1C(=O)CCC(C)C,-9.007,-6.352,2.655,-4.35658,Gen 27
MOL_00338,CCCCCC(C)C(=O)C1C(C)CCC1c1c(OC)ncc(Cl)c1C=CF,-9.101,-6.386,2.7150000000000007,-4.3523200000000015,Gen 38
MOL_00339,N#Cc1ccncc1C1CCC(O)C1C(=O)C1CCC1,-8.95,-6.332,2.618,-4.351980000000001,Fase 2_Seletividade
MOL_00340,CC1CCC(c2cnccc2F)C1C(=O)C1CCC1,-8.707,-6.204,2.503,-4.349620000000002,Fase 2_Seletividade
MOL_00341,CC=CC(=O)C1C(F)CCC1c1cnccc1C#CF,-8.618,-6.099,2.519,-4.348700000000001,Fase 1_Lote Inicial
MOL_00342,CC(C)CC(=O)C1CCC(C)C1C(=O)C(C)C(C)C,-8.41,-5.802,2.6080000000000005,-4.3486,Gen 65
MOL_00343,Cc1ccncc1C1CCC(C)C1C(=O)C(C)C,-8.581,-6.052,2.529,-4.3446,Fase 2_Seletividade
MOL_00344,COc1cc(C=CF)c(C2C(C)CCC2OC)c(C(C)=O)n1,-8.684,-6.191,2.4929999999999994,-4.341895,Gen 142
MOL_00345,CC(C)C(=O)C1C(F)CCC1c1cnccc1C=O,-8.543,-6.003,2.54,-4.3408999999999995,Fase 2_Seletividade
MOL_00346,COc1nc(C)c(OC)c(C(C)=O)c1C1CCC(C)C1C(=O)CC(C)C,-8.697,-6.203,2.493999999999999,-4.340854999999999,Gen 118
MOL_00347,[C-]#[N+]c1ccncc1C1CCC(C)C1C(=O)CC,-8.561,-6.029,2.532,-4.3407,Fase 1_Lote Inicial
MOL_00348,COc1cnccc1-c1c(C=CF)cc(C(C)=O)nc1C(=O)CC(C)C,-9.018,-6.362,2.6560000000000006,-4.339880000000002,Gen 108
MOL_00349,CCC(=O)c1c(C2CCC(C)C2OC)nc(C)c(C)c1OC,-8.643,-6.149,2.4940000000000007,-4.338700000000001,Gen 98
MOL_00350,CCCC(=O)C1C(C)CCC1c1c(OC)ncc(Cl)c1C=CF,-8.928,-6.331,2.5970000000000004,-4.332495000000001,Gen 28
MOL_00351,CCCCC(=O)C1C(C)CCC1c1c(OC)nc(C)c(F)c1C=CF,-9.16,-6.412,2.748,-4.328380000000002,Gen 37
MOL_00352,CCC(C(=O)C1C(C)CCC1c1c(O)nc(C)c(O)c1C(C)=O)C(C)C,-9.827,-6.574,3.253,-4.326320000000003,Gen 109
MOL_00353,COc1nc(C)c(C)c(C(=O)CC(C)C)c1C1CCC(C)C1OC,-8.474,-5.926,2.548,-4.3258,Gen 164
MOL_00354,C=C=Cc1ccncc1C1CCC(C)C1C(=O)CC=C,-8.162,-5.481,2.681,-4.325300000000001,Fase 1_Lote Inicial
MOL_00355,CC(C)CCC(=O)c1ccncc1C(=O)C(C)C(C)C,-8.413,-5.84,2.5730000000000004,-4.325,Gen 64
